restaurant_id,name,city,cuisine,latitude,longitude,takeaway,delivery,opening_hours
5861839487,Enoteca on Court,New York,pizza;italian,40.6821712,-73.9958236,Unknown,yes,Mo-Th 12:00-23:00; Fr 12:00-24:00; Su 12:00-23:00
5866143628,Paul & Jimmy's Ristorante,New York,italian,40.7367294,-73.9873227,Unknown,Unknown,Tu 12:00-22:00; We-Fr 12:00-23:00; Sa 13:00-23:00; Su 13:00-22:00
5866143629,Javelina,New York,tex-mex,40.7367842,-73.9874574,yes,yes,"Mo-Th 11:00-15:00,17:00-22:00; Fr 11:00-15:00,17:00-23:00; Sa 11:00-16:00,17:00-23:00; Su 11:00-16:00,17:00-21:00"
5866304497,Kiku,New York,sushi;japanese,40.6658587,-73.9822534,yes,yes,Mo-Th 11:00-22:00; Fr 11:00-22:30; Sa 12:00-22:30; Su 12:00-22:00
5866582854,Tacombi,New York,mexican,40.6870072,-73.9779084,Unknown,Unknown,"Fr,Sa 11:00-24:00; Su-Th 11:00-23:00"
5871106370,Chandni Restaurant,New York,Unknown,40.7459321,-73.9878023,Unknown,Unknown,Unknown
5871114517,La Lanterna di Vittorio,New York,italian,40.7306519,-74.0000731,Unknown,Unknown,Mo-Sa 11:00-19:00; Su 12:00-18:00
5873568860,Sfoglia,New York,italian,40.7834917,-73.9528749,Unknown,Unknown,"Mo, Su 17:30-21:30; Tu-Sa 17:30-22:00"
5879671792,Budapest Café & Restaurant,New York,hungarian,40.7770924,-73.9525379,yes,yes,Mo-Su 08:00-21:00
5879976048,Lexington Pizza Parlour,New York,italian,40.7892082,-73.9486817,yes,yes,Mo 17:00-22:15; Tu-Su 11:30-22:15
5882076665,3 Decker Restaurant & Cafe,New York,diner,40.7808932,-73.949317,Unknown,yes,06:00-21:00
5883645807,Old Tbilisi Garden,New York,georgian,40.7288339,-74.0007577,Unknown,yes,"Mo-Th, Su 12:00-22:00; Fr, Sa 12:00-23:00"
5883709868,P & L Grill & Diner,New York,Unknown,40.7747795,-74.0312232,Unknown,Unknown,Mo-Su 07:00-17:30
5889398141,Pizza Plus,New York,pizza,40.6659015,-73.9822178,yes,yes,Mo-Th 11:30-22:00; Fr-Sa 11:30-23:00; Su 11:30-22:00
5889398145,Indian Spice,New York,Unknown,40.6660878,-73.982063,yes,yes,Mo-Su 12:00-22:30
5891192633,Fields Good Chicken,New York,Unknown,40.7070134,-74.0069368,Unknown,Unknown,Unknown
5891429762,DD Soup Dumpling & Fuji Hibachi,New York,japanese;dumpling;chinese,40.757824,-73.9907567,yes,yes,11:00-23:30
5891688632,Gregory 26 Corner,New York,greek,40.7763423,-73.915912,Unknown,Unknown,Unknown
5891689506,Sandro's Latin Food,New York,colombian;ecuadorian,40.7760149,-73.9149847,Unknown,Unknown,Unknown
5891690588,San Aroy,New York,thai,40.7748289,-73.9137828,Unknown,Unknown,Unknown
5891690591,Telly's Tavern,New York,greek,40.7753199,-73.9140086,Unknown,Unknown,Unknown
5891774858,La Lou,New York,french;american,40.6803384,-73.9677001,Unknown,Unknown,Mo-Su 17:00-23:00
5891774861,Nourish,New York,thai,40.6779561,-73.9685515,Unknown,Unknown,Mo-Su 12:00-22:30
5891774866,Mitchell's,New York,soul_food,40.6787819,-73.9682527,Unknown,Unknown,Th-Su 12:00-22:30
5891774867,Ozakaya,New York,japanese,40.678063,-73.9685123,yes,Unknown,"Mo-Th 12:00-15:00,17:00-22:00; Fr 12:00-15:00,17:00-22:30; Sa 12:00-16:00,17:00-22:30; Su 12:00-16:00,17:00-22:00"
5895012931,Mumbai Place,New York,indian,40.6772512,-73.9687774,Unknown,Unknown,Mo-Th 12:00-22:30; Fr-Sa 12:00-23:00; Su 12:00-22:30
5897652745,Kiki's,New York,greek,40.7145315,-73.9919097,yes,Unknown,Mo-Su 12:00-12:00
5898591215,Gypsy Grill,New York,Unknown,40.7212827,-74.0457742,Unknown,Unknown,Unknown
5903046274,Nakamura,New York,japanese,40.717863,-73.9851883,Unknown,yes,"Mo-Th 12:00-21:00; Fr, Sa 12:00-22:00"
5903115786,Papatzu Mexican Restaurant,New York,mexican,40.7222091,-74.0036238,Unknown,Unknown,Mo-Su 12:00-23:00
5905417712,Masala Grill,New York,indian,40.6856589,-73.981135,yes,yes,Mo-Th 11:30-22:30; Fr-Sa 11:30-23:00; Su 11:30-22:30
5906811390,El Ancela,New York,Unknown,40.7709902,-73.9271641,Unknown,Unknown,Unknown
5906828486,Lic Grill,New York,indian,40.7555356,-73.9412153,Unknown,Unknown,Unknown
5906911085,Peppercorn Kitchen,New York,Unknown,40.7302029,-73.9940209,Unknown,Unknown,Unknown
5907398054,The Supply House,New York,Unknown,40.7775557,-73.9522212,Unknown,Unknown,"Mo, Tu 17:00-00:00; We 17:00-01:00; Th 16:00-02:00; Fr 16:00-03:00; Sa 11:30-03:00; Su 11:30-00:00"
5907398185,Tiramisu,New York,italian;tuscan,40.7774392,-73.952309,Unknown,yes,Mo-Su 12:00-22:00
5908861455,Baciccia,New York,pizza;italian,40.6637744,-73.9843814,Unknown,Unknown,Mo-Th 17:00-22:00; Fr 17:00-22:45; Sa 12:00-22:45; Su 12:00-22:00
5909817445,Bettí,New York,turkish,40.7749307,-74.0205515,yes,yes,Unknown
5910319481,Java Rijsttafel,New York,indonesian,40.6626959,-73.9848775,yes,yes,Tu-Su 16:30-22:30
5912382463,Ghang Thai Kitchen,New York,thai,40.6861374,-73.9939017,yes,yes,"Mo,We-Fr 11:30-21:45; Sa-Su 12:00-21:45"
5912834590,Cobble Hill Coffee Shop,New York,diner,40.6834545,-73.9955571,Unknown,Unknown,Mo-Sa 07:00-22:00; Su 07:00-17:00
5912834592,Gersi,New York,italian,40.6833987,-73.995576,Unknown,Unknown,Unknown
5912968126,Cafe Chili,New York,thai,40.6880026,-73.9933493,Unknown,Unknown,Mo-Th 11:30-22:00; Fr-Sa 11:30-22:30; Su 11:30-22:00
5912968128,Lemongrass Grill,New York,Unknown,40.6886542,-73.9930486,Unknown,Unknown,Unknown
5914043150,Athena,New York,greek,40.6648688,-73.9863911,Unknown,Unknown,Mo-Th 12:00-21:30; Fr-Sa 12:00-22:30; Su 12:00-21:00
5916553158,Fat Choy,New York,asian,40.7180934,-73.9897625,yes,yes,"Fr, Sa 12:00-21:00; Tu-Th, Su 12:00-20:00"
5916567906,Hotel Chantelle,New York,american,40.7184164,-73.9890541,yes,Unknown,"Tu,We 17:00-23:00; Th 17:00-02:00; Fr 15:00-04:00; Sa 11:00-04:00; Su 11:00-22:00"
5918030057,Limani,New York,seafood,40.7596918,-73.978275,Unknown,yes,Unknown
5922862086,Junior's Deli,New York,Unknown,40.7611297,-73.9839743,Unknown,Unknown,Unknown
5927079786,Moldova,New York,moldovan,40.6129404,-73.9626816,yes,yes,11:00-22:00
5931990009,Petite Dumpling,New York,chinese,40.6743962,-73.9821571,Unknown,Unknown,Mo-Su 11:30-22:00
5932658180,Mura,New York,japanese,40.6714461,-73.9846144,Unknown,Unknown,Unknown
5932979098,Rasa,New York,malaysian;thai;indonesian,40.7329128,-73.9976584,Unknown,Unknown,Mo-Th 11:30-21:30; Fr-Sa 11:30-22:00; Su 11:30-21:30
5934767188,East Season Restaurant House,New York,chinese,40.7180742,-74.0003269,Unknown,Unknown,Mo-Su 08:30-21:00
5934969278,Soho Thai,New York,thai,40.7201601,-73.9995971,Unknown,Unknown,Unknown
5939542595,Joanne Trattoria,New York,italian,40.7745302,-73.9802971,yes,Tu-Su 11:30-14:30,"Tu-Th, Su 11:30-15:00, 16:30-22:00; Fr, Sa 11:30-15:00, 16:30-23:00; Mo 16:30-22:00"
5939555190,Francesco's Pizza,New York,pizza,40.775134,-73.9807023,Unknown,Unknown,Mo-Su 11:00-21:15
5939555287,La Traviata Pizzeria,New York,pizza,40.7750501,-73.9808413,yes,yes,Su 11:00-22:30; Mo-Sa 10:00-22:30
5939562686,Noi Due Carne,New York,Unknown,40.7761691,-73.9815274,Unknown,Unknown,Mo-We 17:00-23:00; Th 17:00-00:00; Su 16:00-22:30
5939562688,Westside Restaurant,New York,Unknown,40.7763049,-73.9818443,Unknown,Unknown,Mo-Su 07:00-22:00
5947271833,June,New York,new_american,40.6860874,-73.9939259,Unknown,Unknown,Mo-Th 17:00-24:00; Fr 17:00-01:00; Sa 14:00-01:00; Su 14:00-24:00
5950163185,Nish Nush,New York,mediterranean,40.715602,-74.0076362,Unknown,Unknown,Mo-Su 11:00-20:00
5955435385,Shanghai Asian Cruisine,New York,chinese,40.7158894,-73.9972598,Unknown,Unknown,Unknown
5956312861,Astoria Provisions,New York,american,40.7722369,-73.9291489,Unknown,Unknown,Mo-Su 08:00-17:00
5960471088,Sushiya,New York,Unknown,40.76314,-73.976775,Unknown,Unknown,Unknown
5962184849,Gertie,New York,coffee_shop;sandwich;american;regional,40.7124366,-73.9555551,Unknown,no,Unknown
5962563885,Best Pizza,New York,pizza,40.7156064,-73.9534877,yes,Unknown,Unknown
5963217485,Cerveceria Havemeyer,New York,mexican,40.7117455,-73.9573259,Unknown,Unknown,Unknown
5965114169,Miriam Street Food,New York,middle_eastern,40.6801128,-73.9777842,Unknown,Unknown,Mo-Su 11:30-22:00
5970419085,Very Fresh Noodles,New York,Unknown,40.7421597,-74.0053901,Unknown,Unknown,Unknown
5970809860,Taste of India,New York,Unknown,40.7271231,-74.0385487,Unknown,Unknown,Unknown
5970881925,Tacos Matamoras,New York,mexican,40.6477924,-74.0077427,Unknown,Unknown,Unknown
5972697424,The Famous Jimbo's Hamburgers Palace,New York,Unknown,40.8035129,-73.9378803,Unknown,Unknown,Unknown
5977044389,Rasoi,New York,Unknown,40.7358124,-74.0653739,Unknown,Unknown,Unknown
5977044393,Rajbhog Sweets,New York,Unknown,40.7357621,-74.065486,Unknown,Unknown,Unknown
5977044394,HUNGRY Indian Fine Cusine,New York,Unknown,40.7355986,-74.0658482,Unknown,Unknown,Unknown
5978510489,Sushi West,New York,sushi;japanese,40.7353756,-74.00585,Unknown,Unknown,Unknown
5978510502,Gotham Pizza,New York,pizza,40.7699155,-73.9517326,yes,yes,Mo-Su 10:30-23:30
5978510504,Fiorentina,New York,pizza,40.7630158,-73.9853514,Unknown,Unknown,Unknown
5978556694,Sashimi Express II,New York,Unknown,40.7706984,-73.9584885,Unknown,Unknown,Unknown
5978556702,Pizza Etalia,New York,pizza,40.7048978,-74.0122892,Unknown,Unknown,Unknown
5978556709,Italian Village Pizzeria & Restaurant,New York,pizza,40.7714871,-73.9531102,Unknown,yes,Unknown
5978556710,Kobe Sushi,New York,japanese,40.7707529,-73.9506465,yes,yes,Unknown
5978556715,Sophie’s,New York,caribbean,40.7055604,-74.0124709,Unknown,Unknown,Unknown
5978556716,El Toro,New York,mexican,40.7056747,-74.0125085,Unknown,Unknown,Unknown
5978556730,Felice,New York,italian,40.7078356,-74.006959,Unknown,Unknown,Unknown
5978556740,Vernon Grille,New York,Unknown,40.7435607,-73.9540049,Unknown,Unknown,Unknown
5978556743,Yip’s,New York,Unknown,40.7048564,-74.0123904,Unknown,Unknown,Unknown
5978556757,Two Boots Pizza,New York,pizza,40.7169651,-73.9567286,Unknown,Unknown,Su-We 11:30-23:00; Th 11:30-02:00; Fr-Sa 11:30-04:00
5978556771,Rosella’s Pizza,New York,pizza,40.71016,-74.0057517,Unknown,Unknown,Unknown
5978556777,Fornino,New York,pizza,40.7289765,-73.95391,Unknown,Unknown,Mo-Su 12:00-23:00
5978557700,Nicola’s,New York,italian,40.7779571,-73.9562606,Unknown,Unknown,17:00-24:00
5978557992,The Grotto,New York,pizza,40.7057076,-74.0123841,Unknown,Unknown,Unknown
5978558885,Gina La Fornina,New York,Unknown,40.7840338,-73.9567964,Unknown,Unknown,Unknown
5978561187,The Abbey,New York,Unknown,40.7174628,-73.95617,Unknown,Unknown,Unknown
5978561188,Fushimi,New York,japanese,40.7187191,-73.9543875,Unknown,Unknown,Unknown
5978745697,Nish Nush,New York,mediterranean,40.7093537,-74.008,Unknown,Unknown,Unknown
5978745715,Kesté Pizza & Vino,New York,pizza,40.7091806,-74.004849,Unknown,yes,"Mo-Th 11:30-15:30, 04:30-22:00; Fr, Sa 11:30-23:00; Su 11:30-22:00"
5978745721,Himalayan Curry House,New York,indian,40.8026396,-73.9671313,Unknown,Unknown,Unknown
5978792101,Salt+Charcoal,New York,japanese,40.7146665,-73.961326,Unknown,Unknown,Mo-Fr 17:30-12:00; Sa-Su 17:30-12:00
5978792125,Madame Vo,New York,Unknown,40.7293452,-73.9860649,Unknown,Unknown,Mo-Su 12:00-22:00
5978792495,Piatto d’Oro,New York,italian,40.7918405,-73.9390061,Unknown,Unknown,Unknown
5978792512,10 Corso Como Cafe,New York,Unknown,40.7070691,-74.002825,Unknown,Unknown,Unknown
5978792516,Della's,New York,Unknown,40.7147978,-74.009995,Unknown,Unknown,Unknown
5978792897,Casa Mezcal,New York,Unknown,40.7179187,-73.9901066,Unknown,Unknown,Unknown
5978795186,Da Claudio,New York,italian,40.7108219,-74.0076301,Unknown,Unknown,"Tu-Fr 00:00-15:00, Su-Th 05:00-22:00, Fr,Sa 05:00-23:00"
5978795487,La Mia Pizza,New York,pizza,40.7743846,-73.9509533,yes,yes,"Su-We 11:00-01:00; Th 11:00-02:00; Fr, Sa 11:00-03:00"
5978795489,52nd Sushi,New York,Unknown,40.7445824,-73.9116352,Unknown,Unknown,Unknown
5978837391,Setagaya,New York,noodle,40.7147856,-73.9611749,Unknown,Unknown,Unknown
5978837398,Tajin,New York,mexican,40.7077341,-74.0135393,Unknown,Unknown,Unknown
5978837401,NYC Falafel Co,New York,Unknown,40.7225302,-73.9892293,Unknown,Unknown,Unknown
5978868293,La Nostra,New York,pizza,40.7932055,-73.9403004,yes,yes,10:00-21:30
5978868303,Dear Maud,New York,Unknown,40.7377491,-74.0330843,Unknown,Unknown,"Mo-Th 16:00-02:00, Fr 12:00-03:00, Sa 10:00-03:00, Su 10:00-02:00"
5978870985,Dreamer’s Pizza,New York,pizza,40.7892557,-73.946623,Unknown,yes,Mo-Su 11:00-23:00
5978873885,The Inkan,New York,peruvian,40.7468469,-73.9455032,Unknown,Unknown,Mo-Th 11:00-21:00; Fr 11:00-22:00; Sa 12:00-22:00; Su 12:00-20:00
5979751685,New Corner,New York,Unknown,40.6284836,-74.016625,Unknown,Unknown,Unknown
5980081426,The Simpson,New York,caribbean;soul_food,40.6832558,-73.9736454,Unknown,Unknown,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 11:00-23:00
5980089186,La Parisienne,New York,coffee_shop;cafe;sandwich,40.709609,-74.0093344,yes,Unknown,Mo-Fr 07:30-19:30; Sa-Su 08:00-17:00
5981350385,Sugar Factory,New York,Unknown,40.7404403,-74.0076639,Unknown,Unknown,Unknown
5983797885,OBAO,New York,asian,40.7571908,-73.9685241,Unknown,Unknown,Unknown
5983984047,El Vez,New York,mexican,40.7147631,-74.0156301,Unknown,Unknown,Unknown
5984008357,Miramar,New York,seafood,40.7079986,-74.0179927,Unknown,Unknown,Unknown
5984044283,Larry & Joe’s Pizza,New York,pizza;italian;american,40.7306625,-74.0559917,yes,Unknown,Mo-Fr 11:00-23:00; Sa 12:00-23:00; Su 14:00-22:00
5984045086,Hyderabad House,New York,indian,40.73037,-74.0557462,yes,Unknown,"Tu-Th 11:00-15:00,17:00-22:30; Fr-Su 11:00-22:30"
5984075034,I Love Guacamole,New York,mexican,40.6626448,-73.9918645,Unknown,Unknown,Mo-Fr 08:00-22:00
5984151026,Empanada Loca,New York,latin_american;breakfast,40.6639276,-73.9909626,Unknown,Unknown,24/7
5984151031,Mikhuy,New York,peruvian,40.6645563,-73.9903601,Unknown,Unknown,Unknown
5984378186,The Heights Bar & Grill,New York,Unknown,40.805184,-73.9664024,Unknown,Unknown,Sa-Su 11:00-16:00; Mo-Fr 11:00-16:00
5984409285,Badshah,New York,Unknown,40.7648841,-73.9876636,yes,yes,"Mo-Su 12:00-15:00, 17:00-23:00"
5984431287,Wokuni,New York,japanese;seafood,40.7492545,-73.9774425,Unknown,Unknown,"Mo 11:30-14:45, 17:00-22:00; Tu-Fr 11:30-14:45, 17:00-23:00; Sa 11:30-15:45, 17:00-23:00; Su 17:00-22:00, 11:30-15:45"
5984450685,Amelie Wine Bar,New York,Unknown,40.7886976,-73.9745247,yes,no,"Mo-Th 16:00-21:30 ""dinner""; Fr,Sa 12:00-15:00 ""lunch/brunch"", 16:00-22:00 ""dinner""; Su 12:00-15:00 ""lunch/bruch"", 16:00-21:30 ""dinner"""
5985141785,Mezeh Mediterranean Grill,New York,mediterranean,40.7389158,-73.9896744,Unknown,Unknown,Mo-Su 11:00-21:00
5986770785,Saint Tropez Wine Bar,New York,Unknown,40.7370507,-74.0038711,Unknown,Unknown,Mo-Su 12:00-00:00
5987826185,Huertas,New York,Unknown,40.7268151,-73.9861494,Unknown,Unknown,"Th,Fr 17:00-22:00; Sa 16:00-22:00; Su 16:00-21:00"
5987843785,Pinch Chinese,New York,Unknown,40.7263749,-74.0018624,Unknown,Unknown,Unknown
5987859685,The Wayland,New York,american,40.7251343,-73.9779025,Unknown,Unknown,"Mo-We 16:00-02:00, Th 16:00-03:00, Fr 16:00-04:00, Sa 14:00-04:00, Su 14:00-02:00"
5987904386,Karasu,New York,Unknown,40.6894172,-73.9732745,Unknown,Unknown,Su-Th 17:30-23:00; Fr-Sa 17:30-24:00
5990552322,F.O.B.,New York,filipino,40.6826223,-73.9931049,Unknown,Unknown,Unknown
5994541185,DokoDemo,New York,japanese,40.7264163,-73.9897056,Unknown,Unknown,Mo-Sa 11:30-21:30; Su 11:00-21:00
5994557685,Lillo Cucina Italiana,New York,Unknown,40.6902039,-73.9963352,yes,Unknown,"Tu-Sa 12:30-15:30,16:00-21:00; Su 12:30-15:30,16:00-20:00"
5994557885,A-Pou’s Taste,New York,chinese,40.7132054,-73.9361207,Unknown,Unknown,Mo-Sa 07:00-19:00
5994570785,Taco Mahal,New York,tacos,40.7322928,-74.0033379,Unknown,Unknown,Mo-Sa 11:00-00:00; Su 11:00-22:00
6001364870,Seamores,New York,seafood,40.7141819,-74.0154644,Unknown,Unknown,Unknown
6001381447,Benvenuti,New York,italian,40.7096561,-74.0167972,Unknown,Unknown,Unknown
6006036285,Bus Stop Cafe,New York,american;breakfast;burger;salad,40.7370158,-74.0059509,yes,yes,Mo-Su 07:00-23:00
6006106145,San Matteo Pizzeria and Espresso Bar,New York,italian,40.7804231,-73.9500995,yes,yes,Mo-Th 17:00-23:00; Fr-Su 12:00-23:00
6007303592,Hoa Cafe,New York,asian,40.7486997,-73.9957832,Unknown,Unknown,Unknown
6008589295,Hunter's Steak & Ale House,New York,steak_house,40.6166185,-74.0310953,Unknown,Unknown,Tu-Th 12:00-21:00; Fr-Sa 12:00-22:00; Su 12:00-21:00
6008589478,Fort Hamilton Diner,New York,diner,40.6159722,-74.0313613,Unknown,Unknown,Unknown
6008597456,UNO Chicago Grill,New York,pizza,40.6180734,-74.0300202,Unknown,Unknown,Unknown
6008597571,First Oasis Restaurant,New York,middle_eastern,40.6179668,-74.0305288,Unknown,Unknown,Unknown
6013503383,Hangawi,New York,korean,40.7466917,-73.9846896,Unknown,Unknown,"Mo-Fr 17:00-21:30; Sa, Su 13:00-21:30"
6014692936,Kurant,New York,Unknown,40.759747,-73.9652954,Unknown,Unknown,"Mo-Th 12:00-02:00, Fr 12:00-03:00, Sa 11:30-02:00, Su 11:30-24:00"
6018127885,Bamonte's,New York,italian,40.7166443,-73.9512196,Unknown,Unknown,Unknown
6020091159,Blarney Stone,New York,irish,40.7065551,-74.0136373,Unknown,Unknown,Unknown
6023478828,Bombay Grill House,New York,indian,40.7641853,-73.988146,yes,yes,Mo-Th 11:30-22:30; Fr 11:30-23:30; Sa 12:00-23:30; Su 12:00-22:30
6032479080,El Cantinero,New York,mexican,40.7336295,-73.9932341,Unknown,yes,"Mo-Th, Su 11:30-24:00; Fr, Sa 11:30-04:00"
6034908941,Shanghai Chinese Resturant,New York,chinese,40.7168217,-74.0388173,yes,Unknown,Unknown
6037924845,Siren,New York,seafood,40.6614561,-73.9931051,Unknown,Unknown,Mo-Th 17:00-23:00; Fr 16:00-24:00; Sa 12:00-24:00; Su 12:00-21:30
6040235138,Grand Banks,New York,seafood,40.7202788,-74.0159252,Unknown,Unknown,Mo-Fr 11:00-23:00; Sa-Su 10:00-23:00
6044324743,Wheated,New York,pizza,40.6466258,-73.9705585,Unknown,Unknown,"Mo closed, Tu-Th 18:00-24:00; Fr-Sa 17:00-01:00, Su 17:00-23:00"
6046944585,Sd,New York,Unknown,40.7639563,-73.9883317,Unknown,Unknown,Unknown
6050149079,Newtown,New York,mediterranean,40.7091248,-73.9371954,yes,yes,Mo-Sa 11:00-22:00; Su 11:00-17:00
6051280588,Naruto Ramen,New York,japanese,40.7811481,-73.9525139,Unknown,Unknown,Mo-Su 12:00-22:45
6051473585,Stone Street Tavern,New York,Unknown,40.7042777,-74.010273,Unknown,Unknown,Unknown
6052834893,La Pulperia,New York,mexican,40.7609547,-73.9902635,Unknown,Unknown,Mo-Th 16:00-23:00; Fr 16:00-24:00; Sa 12:00-24:00; Su 12:00-23:00
6053002884,Koo Thai,New York,thai,40.7801715,-73.9467438,Unknown,Unknown,Unknown
6053070785,Soba Noodle Azuma,New York,japanese,40.7652737,-73.9832071,Unknown,Unknown,Unknown
6053181185,Pasta Wiz,New York,Unknown,40.7164167,-73.9647019,Unknown,Unknown,Mo-Su 10:00-23:00
6053182486,Upstate,New York,Unknown,40.7263208,-73.986456,Unknown,Unknown,"We,Th,Su 17:00-21:00; Fr,Sa 17:00-22:00"
6053192785,POST,New York,american,40.7229412,-73.9829274,Unknown,Unknown,Mo-Sa 10:00-23:00; Su 10:00-16:00
6053220685,Empire Diner,New York,american,40.7471834,-74.0043111,Unknown,yes,Su-Th 08:00-23:00; Fr-Sa 08:00-24:00
6053253585,Top Thai Greenwich,New York,asian;thai,40.7297907,-73.9994469,Unknown,Unknown,Mo-Th 11:00-22:00; Fr-Su 11:00-23:00
6053282586,North Dumpling,New York,chinese,40.7158165,-73.9897834,Unknown,Unknown,Mo-Su 09:00-23:00
6053407685,Toasties,New York,deli,40.7599574,-73.9831315,Unknown,Unknown,"Mo-Th 06:00-17:00, Fr-Su 06:00-20:00"
6053487985,Ben's Delicatessen,New York,deli,40.7539008,-73.9892603,09:00-21:00,Unknown,"09:00-21:00 open ""Deli"" || 11:00-21:00 open ""Dining room"""
6053537386,Boqueria Spanish Tapas,New York,tapas,40.7402954,-73.9937183,Unknown,Unknown,Mo-Su 11:00-22:30
6053655803,Muteki Udon,New York,japanese,40.6804101,-73.9750463,Unknown,Unknown,"Mo,We,Th 11:30-21:30; Fr-Sa 12:00-22:00; Su 11:30-21:30"
6053876585,Congee Village,New York,chinese,40.7187155,-73.9903472,Unknown,Unknown,Su-Th 10:30-00:30; Fr-Sa 10:30-01:00
6055311151,Conmigo,New York,mexican,40.7883648,-73.9535158,Unknown,yes,Mo-Su 11:00-22:00
6059038904,Pho Shop,New York,vietnamese,40.7785992,-73.9478668,yes,yes,Mo-Su 11:30-21:30
6061800022,Orion Diner & Grill,New York,diner,40.7377965,-73.9812148,Unknown,Unknown,24/7
6064400688,UDON,New York,japanese,40.7480981,-73.9874846,Unknown,Unknown,"Su-Th 11:00-23:00; Fr, Sa 11:00-02:00"
6064439285,The Kunjip,New York,korean,40.7477457,-73.9871706,Unknown,Unknown,"Su 00:00-03:00,06:30-03:00; Mo,Tu 06:30-03:00; We 06:30-24:00; Th-Sa 00:00-24:00"
6064439585,New Wonjo,New York,korean,40.7477885,-73.9867366,yes,yes,24/7
6064442885,Addictive NYC,New York,mediterranean,40.7565516,-73.9799617,Unknown,Unknown,Tu-Su 12:00-21:30
6066762932,Applejack Diner,New York,diner,40.7646805,-73.9824427,Unknown,yes,Mo-Su 07:00-22:00
6067527908,Las Margaritas Sunset,New York,mexican,40.7176793,-73.9450625,Unknown,Unknown,Unknown
6068993408,Pheasant,New York,Unknown,40.7185124,-73.9451974,Unknown,Unknown,Unknown
6068993414,Florentina's,New York,mexican,40.7186788,-73.9449333,Unknown,Unknown,Unknown
6068993415,Da Francesco,New York,italian,40.7183211,-73.944874,Unknown,Unknown,Unknown
6071389285,La Cocina De Mama,New York,dominican;chicken;salad;seafood;steak,40.7130456,-73.9065211,yes,Mo-Su 10:00-21:30,Mo-Su 10:00-22:00
6071905708,El Chevere Cuchifritos,New York,caribbean,40.7940663,-73.9430902,yes,Unknown,Unknown
6077947286,Morning Star Cafe,New York,diner,40.7552034,-73.9685534,yes,yes,Tu-Sa 00:00-24:00; Su 00:00-22:00; Mo 06:00-24:00
6086423444,Shalom Japan,New York,japanese;jewish,40.7092035,-73.9558364,Unknown,Unknown,"Tu-Th, Su 17:30-22:00; Fr, Sa 17:30-23:00; Sa, Su 11:00-15:00; Th 22:00-24:00"
6086549785,Old Baku,New York,Unknown,40.6357918,-73.9775472,Unknown,Unknown,Unknown
6088743385,Royal Seafood,New York,chinese,40.7173582,-73.997581,Unknown,Unknown,Mo-Fr 09:00-21:00; Sa-Su 09:00-22:00
6093602310,Lenita,New York,mexican,40.7041912,-74.0093431,Unknown,Unknown,Unknown
6109290986,Hunan Slurp,New York,chinese,40.7266749,-73.9856203,Unknown,Unknown,Mo-Su 18:00-20:00
6109307685,Unique Omakase,New York,sushi,40.7270696,-73.9854654,Unknown,Unknown,"Mo-Sa 12:00-16:00,17:00-23:00; Su 13:00-16:00,17:00-23:00"
6109352286,Dojo Sushi,New York,japanese,40.7266347,-73.9856636,Unknown,Unknown,Mo-Su 17:00-23:00
6109975005,Haenyeo,New York,korean,40.6751767,-73.9811389,Unknown,Unknown,Mo-Th 17:30-22:00; Fr-Sa 17:30-23:00
6110126636,Turks and Frogs,New York,turkish,40.7357449,-74.0073406,Unknown,Unknown,"Mo,Su 16:00-01:00; Tu-Th 16:00-02:00; Fr,Sa 16:00-04:00"
6110220409,Pic Up Stix,New York,chinese,40.7825365,-73.9535711,yes,yes,Mo-Su 11:00-22:00
6110828687,XO Kitchen,New York,chinese;japanese,40.7174266,-73.9961333,Unknown,Unknown,Mo-Su 08:30-23:00
6112597817,RedFarm,New York,chinese,40.7341879,-74.0064162,yes,Unknown,"Mo-Fr 17:00-23:45; Sa 11:00-14:30, 17:00-23:45; Su 11:00-14:30, 17:00-23:00"
6119467321,Aria West Village,New York,italian,40.7351369,-74.00673,yes,Unknown,"Mo-Th, Su 11:00-22:30; Fr, Sa 11:00-23:00"
6119467431,Left Bank,New York,american,40.7351393,-74.0067873,Unknown,Unknown,"Mo, Tu 17:00-22:00; We-Fr 17:00-23:00; Sa 10:00-23:00; Su 10:00-22:00"
6121777877,Upholstery Store: Food and Wine,New York,seafood,40.7352507,-74.0082526,Unknown,Unknown,Mo-Fr 05:00-01:00; Sa 14:00-01:00
6121777878,Wallsé,New York,austrian,40.7354186,-74.0082138,Unknown,Unknown,Mo-We 17:30-22:00; Th-Sa 17:30-23:00
6124318002,Pho Thanh Hoai,New York,vietnamese,40.7162381,-73.9992609,Unknown,Unknown,Mo-Th 10:30-22:30; Fr-Sa 10:30-23:30; Su 10:30-23:30
6125413922,Burger One,New York,diner,40.775402,-73.9587626,Unknown,yes,Mo-Fr 06:00-20:00; Sa 07:00-17:00; Su 08:00-17:00
6127400954,Millie’s Cuban Café,New York,cuban,40.700436,-73.9249689,yes,yes,"Mo-Fr 08:00-21:00; Sa, Su 10:00-22:00"
6127401335,Tres Marias,New York,mexican;tacos,40.7004609,-73.9255609,yes,yes,Mo-Su 11:00-21:30
6127408828,Shen Zhou,New York,chinese;japanese,40.7002749,-73.9246847,yes,yes,Mo-Sa 11:45-23:45; Su 12:00-23:45
